datetime,home_team,away_team,home_goal,away_goal,season,round,saldo_casa,saldo_casa_contra,saldo_visitante,saldo_visitante_contra,result
2012-12-02T17:00:00Z,Atletico-GO,Bahia-BA,0,1,2012,38,185,271,365,412,0
2013-05-25T18:30:00Z,Vasco da Gama-RJ,Portuguesa-SP,1,0,2013,1,326,399,128,129,3
2013-05-25T18:30:00Z,Vitoria-BA,Internacional-RS,2,2,2013,1,235,283,468,399,1
2013-05-25T21:00:00Z,Corinthians-SP,Botafogo-RJ,1,1,2013,1,509,385,396,424,1
2013-05-26T16:00:00Z,Gremio-RS,Nautico-PE,2,0,2013,1,549,394,110,183,3
2013-05-26T16:00:00Z,Ponte Preta-SP,Sao Paulo-SP,0,2,2013,1,237,289,538,430,0
2013-05-26T16:00:00Z,Criciuma-SC,Bahia-BA,3,1,2013,1,80,120,366,415,3
2013-05-26T16:00:00Z,Santos-SP,Flamengo-RJ,0,0,2013,1,546,433,595,461,1
2013-05-26T18:30:00Z,Fluminense-RJ,Atletico-PR,2,1,2013,1,526,475,419,366,3
2013-05-26T18:30:00Z,Cruzeiro-MG,Goias-GO,5,0,2013,1,443,380,212,265,3
2013-05-26T18:30:00Z,Coritiba-PR,Atletico-MG,2,1,2013,1,337,400,572,435,3
2013-05-29T15:00:00Z,Atletico-PR,Cruzeiro-MG,2,2,2013,2,421,368,445,382,1
2013-05-29T19:30:00Z,Botafogo-RJ,Santos-SP,2,1,2013,2,398,425,547,435,3
2013-05-29T19:30:00Z,Sao Paulo-SP,Vasco da Gama-RJ,5,1,2013,2,543,431,327,404,3
2013-05-29T21:00:00Z,Flamengo-RJ,Ponte Preta-SP,0,2,2013,2,595,463,239,289,0
2013-05-29T21:00:00Z,Bahia-BA,Coritiba-PR,0,0,2013,2,366,415,337,400,1
2013-05-29T21:00:00Z,Nautico-PE,Vitoria-BA,0,3,2013,2,110,186,238,283,0
2013-05-29T22:00:00Z,Goias-GO,Corinthians-SP,1,1,2013,2,213,266,510,386,1
2013-05-30T19:30:00Z,Internacional-RS,Criciuma-SC,2,0,2013,2,470,399,80,122,3
2013-06-09T18:30:00Z,Atletico-MG,Gremio-RS,2,0,2013,2,574,435,549,396,3
2013-06-12T22:00:00Z,Portuguesa-SP,Fluminense-RJ,2,1,2013,2,130,130,527,477,3
2013-06-01T16:20:00Z,Atletico-PR,Flamengo-RJ,2,2,2013,3,423,370,597,465,1
2013-06-01T16:20:00Z,Santos-SP,Gremio-RS,1,1,2013,3,548,436,550,397,1
2013-06-01T16:20:00Z,Botafogo-RJ,Cruzeiro-MG,2,1,2013,3,400,426,446,384,3
2013-06-01T18:30:00Z,Goias-GO,Coritiba-PR,1,1,2013,3,214,267,338,401,1
2013-06-01T18:30:00Z,Vitoria-BA,Vasco da Gama-RJ,2,0,2013,3,240,283,327,406,3
2013-06-01T21:00:00Z,Corinthians-SP,Ponte Preta-SP,1,0,2013,3,511,386,239,290,3
2013-06-02T18:30:00Z,Fluminense-RJ,Criciuma-SC,3,0,2013,3,530,477,80,125,3
2013-06-02T18:30:00Z,Internacional-RS,Bahia-BA,1,2,2013,3,471,401,368,416,0
2013-06-02T18:30:00Z,Nautico-PE,Portuguesa-SP,2,2,2013,3,112,188,132,132,1
2013-06-02T18:30:00Z,Atletico-MG,Sao Paulo-SP,0,0,2013,3,574,435,543,431,1
2013-06-05T19:30:00Z,Portuguesa-SP,Internacional-RS,1,1,2013,4,133,133,472,402,1
2013-06-05T19:30:00Z,Sao Paulo-SP,Goias-GO,0,1,2013,4,543,432,215,267,0
2013-06-05T19:30:00Z,Criciuma-SC,Santos-SP,3,1,2013,4,83,126,549,439,3
2013-06-05T21:00:00Z,Ponte Preta-SP,Atletico-PR,3,4,2013,4,242,294,427,373,0
2013-06-05T21:00:00Z,Gremio-RS,Vitoria-BA,1,0,2013,4,551,397,240,284,3
2013-06-05T21:00:00Z,Vasco da Gama-RJ,Atletico-MG,2,0,2013,4,329,406,574,437,3
2013-06-05T22:00:00Z,Flamengo-RJ,Nautico-PE,0,1,2013,4,597,466,113,188,0
2013-06-05T22:00:00Z,Bahia-BA,Botafogo-RJ,2,1,2013,4,370,417,401,428,3
2013-06-05T22:00:00Z,Cruzeiro-MG,Corinthians-SP,1,0,2013,4,447,384,511,387,3
2013-06-06T21:00:00Z,Coritiba-PR,Fluminense-RJ,2,1,2013,4,340,402,531,479,3
2013-06-08T16:20:00Z,Cruzeiro-MG,Internacional-RS,2,2,2013,5,449,386,474,404,1
2013-06-08T16:20:00Z,Criciuma-SC,Flamengo-RJ,0,3,2013,5,83,129,600,466,0
2013-06-08T18:30:00Z,Vasco da Gama-RJ,Bahia-BA,1,1,2013,5,330,407,371,418,1
2013-06-08T18:30:00Z,Corinthians-SP,Portuguesa-SP,0,0,2013,5,511,387,133,133,1
2013-06-08T21:00:00Z,Ponte Preta-SP,Botafogo-RJ,0,2,2013,5,242,296,403,428,0
2013-06-09T18:30:00Z,Vitoria-BA,Atletico-PR,3,2,2013,5,243,286,429,376,3
2013-06-09T18:30:00Z,Coritiba-PR,Nautico-PE,1,0,2013,5,341,402,113,189,3
2013-06-09T18:30:00Z,Fluminense-RJ,Goias-GO,2,1,2013,5,533,480,216,269,3
2013-06-12T19:30:00Z,Santos-SP,Atletico-MG,1,0,2013,5,550,439,574,438,3
2013-06-12T22:00:00Z,Gremio-RS,Sao Paulo-SP,1,1,2013,5,552,398,544,433,1
2013-07-06T18:30:00Z,Flamengo-RJ,Coritiba-PR,2,2,2013,6,602,468,343,404,1
2013-07-06T18:30:00Z,Nautico-PE,Ponte Preta-SP,1,3,2013,6,114,192,245,297,0
2013-07-06T18:30:00Z,Atletico-PR,Gremio-RS,1,1,2013,6,430,377,553,399,1
2013-07-06T21:00:00Z,Portuguesa-SP,Cruzeiro-MG,1,1,2013,6,134,134,450,387,1
2013-07-07T16:00:00Z,Goias-GO,Vitoria-BA,1,0,2013,6,217,269,243,287,3
2013-07-07T16:00:00Z,Internacional-RS,Vasco da Gama-RJ,5,3,2013,6,479,407,333,412,3
2013-07-07T16:00:00Z,Sao Paulo-SP,Santos-SP,0,2,2013,6,544,435,552,439,0
2013-07-07T16:00:00Z,Bahia-BA,Corinthians-SP,0,2,2013,6,371,420,513,387,0
2013-07-07T18:30:00Z,Botafogo-RJ,Fluminense-RJ,1,0,2013,6,404,428,533,481,3
2013-07-07T18:30:00Z,Atletico-MG,Criciuma-SC,3,2,2013,6,577,440,85,132,3
2013-07-13T18:30:00Z,Fluminense-RJ,Internacional-RS,2,3,2013,7,535,484,482,409,0
2013-07-13T18:30:00Z,Santos-SP,Portuguesa-SP,4,1,2013,7,556,440,135,138,3
2013-07-13T21:00:00Z,Ponte Preta-SP,Bahia-BA,0,0,2013,7,245,297,371,420,1
2013-07-14T16:00:00Z,Vitoria-BA,Sao Paulo-SP,3,2,2013,7,246,289,546,438,3
2013-07-14T16:00:00Z,Gremio-RS,Botafogo-RJ,2,1,2013,7,555,400,405,430,3
2013-07-14T16:00:00Z,Corinthians-SP,Atletico-MG,0,1,2013,7,513,388,578,440,0
2013-07-14T16:00:00Z,Coritiba-PR,Atletico-PR,1,0,2013,7,344,404,430,378,3
2013-07-14T18:30:00Z,Criciuma-SC,Goias-GO,0,0,2013,7,85,132,217,269,1
2013-07-14T18:30:00Z,Cruzeiro-MG,Nautico-PE,3,0,2013,7,453,387,114,195,3
2013-07-14T18:30:00Z,Vasco da Gama-RJ,Flamengo-RJ,0,1,2013,7,333,413,603,468,0
2013-07-20T18:30:00Z,Botafogo-RJ,Nautico-PE,2,0,2013,8,407,430,114,197,3
2013-07-20T18:30:00Z,Sao Paulo-SP,Cruzeiro-MG,0,3,2013,8,546,441,456,387,0
2013-07-20T18:30:00Z,Criciuma-SC,Gremio-RS,2,1,2013,8,87,133,556,402,3
2013-07-21T16:00:00Z,Vitoria-BA,Bahia-BA,0,0,2013,8,246,289,371,420,1
2013-07-21T16:00:00Z,Internacional-RS,Flamengo-RJ,1,0,2013,8,483,409,603,469,3
2013-07-21T16:00:00Z,Atletico-PR,Corinthians-SP,1,1,2013,8,431,379,514,389,1
2013-07-21T16:00:00Z,Santos-SP,Coritiba-PR,2,2,2013,8,558,442,346,406,1
2013-07-21T18:30:00Z,Fluminense-RJ,Vasco da Gama-RJ,1,3,2013,8,536,487,336,414,0
2013-07-21T18:30:00Z,Goias-GO,Portuguesa-SP,2,1,2013,8,219,270,136,140,3
2013-10-03T19:30:00Z,Atletico-MG,Ponte Preta-SP,4,0,2013,8,582,440,245,301,3
2013-07-27T18:30:00Z,Vasco da Gama-RJ,Criciuma-SC,3,2,2013,9,339,416,89,136,3
2013-07-27T18:30:00Z,Portuguesa-SP,Atletico-PR,2,3,2013,9,138,143,434,381,0
2013-07-27T21:00:00Z,Ponte Preta-SP,Santos-SP,1,0,2013,9,246,301,558,443,3
2013-07-28T16:00:00Z,Gremio-RS,Fluminense-RJ,2,0,2013,9,558,402,536,489,3
2013-07-28T16:00:00Z,Nautico-PE,Internacional-RS,3,0,2013,9,117,197,483,412,3
2013-07-28T16:00:00Z,Corinthians-SP,Sao Paulo-SP,0,0,2013,9,514,389,546,441,1
2013-07-28T16:00:00Z,Cruzeiro-MG,Atletico-MG,4,1,2013,9,460,388,583,444,3
2013-07-28T18:30:00Z,Flamengo-RJ,Botafogo-RJ,1,1,2013,9,604,470,408,431,1
2013-07-28T18:30:00Z,Coritiba-PR,Vitoria-BA,1,1,2013,9,347,407,247,290,1
2013-07-28T18:30:00Z,Bahia-BA,Goias-GO,2,1,2013,9,373,421,220,272,3
2013-07-31T19:30:00Z,Fluminense-RJ,Cruzeiro-MG,1,0,2013,10,537,489,460,389,3
2013-07-31T19:30:00Z,Atletico-MG,Atletico-PR,1,2,2013,10,584,446,436,382,0
2013-07-31T19:30:00Z,Portuguesa-SP,Criciuma-SC,1,1,2013,10,139,144,90,137,1
2013-07-31T21:00:00Z,Coritiba-PR,Ponte Preta-SP,5,3,2013,10,352,410,249,306,3
2013-07-31T21:50:00Z,Corinthians-SP,Gremio-RS,2,0,2013,10,516,389,558,404,3
2013-07-31T21:50:00Z,Bahia-BA,Flamengo-RJ,3,0,2013,10,376,421,604,473,3
2013-08-01T19:30:00Z,Botafogo-RJ,Vitoria-BA,2,0,2013,10,410,431,247,292,3
2013-08-01T21:00:00Z,Goias-GO,Vasco da Gama-RJ,1,1,2013,10,221,273,340,417,1
2013-09-03T21:00:00Z,Nautico-PE,Sao Paulo-SP,0,1,2013,10,117,198,547,441,0
2013-09-10T19:30:00Z,Internacional-RS,Santos-SP,1,2,2013,10,484,414,560,444,0
2013-07-10T21:00:00Z,Sao Paulo-SP,Bahia-BA,1,2,2013,11,548,443,378,422,0
2013-08-03T18:30:00Z,Cruzeiro-MG,Coritiba-PR,1,0,2013,11,461,389,352,411,3
2013-08-04T16:00:00Z,Atletico-PR,Goias-GO,2,0,2013,11,438,382,221,275,3
2013-08-04T16:00:00Z,Ponte Preta-SP,Fluminense-RJ,1,1,2013,11,250,307,538,490,1
2013-08-04T16:00:00Z,Criciuma-SC,Corinthians-SP,0,2,2013,11,90,139,518,389,0
2013-08-04T16:00:00Z,Gremio-RS,Internacional-RS,1,1,2013,11,559,405,485,415,1
2013-08-04T16:00:00Z,Flamengo-RJ,Atletico-MG,3,0,2013,11,607,473,584,449,3
2013-08-04T18:30:00Z,Vasco da Gama-RJ,Botafogo-RJ,2,3,2013,11,342,420,413,433,0
2013-08-04T18:30:00Z,Vitoria-BA,Portuguesa-SP,2,1,2013,11,249,293,140,146,3
2013-09-25T21:00:00Z,Santos-SP,Nautico-PE,1,1,2013,11,561,445,118,199,1
2013-07-24T21:00:00Z,Sao Paulo-SP,Internacional-RS,0,1,2013,12,548,444,486,415,0
2013-08-07T19:30:00Z,Vitoria-BA,Fluminense-RJ,1,1,2013,12,250,294,539,491,1
2013-08-07T19:30:00Z,Criciuma-SC,Cruzeiro-MG,1,2,2013,12,91,141,463,390,0
2013-08-07T21:00:00Z,Flamengo-RJ,Portuguesa-SP,1,1,2013,12,608,474,141,147,1
2013-08-07T21:00:00Z,Atletico-PR,Bahia-BA,1,0,2013,12,439,382,378,423,3
2013-08-07T21:50:00Z,Atletico-MG,Botafogo-RJ,2,2,2013,12,586,451,415,435,1
2013-08-07T21:50:00Z,Santos-SP,Corinthians-SP,1,1,2013,12,562,446,519,390,1
2013-08-07T21:50:00Z,Goias-GO,Nautico-PE,2,1,2013,12,223,276,119,201,3
2013-08-08T21:00:00Z,Gremio-RS,Coritiba-PR,0,1,2013,12,559,406,353,411,0
2013-08-08T21:00:00Z,Vasco da Gama-RJ,Ponte Preta-SP,1,1,2013,12,343,421,251,308,1
2013-08-10T18:30:00Z,Nautico-PE,Atletico-MG,0,0,2013,13,119,201,586,451,1
2013-08-10T18:30:00Z,Botafogo-RJ,Goias-GO,1,1,2013,13,416,436,224,277,1
2013-08-11T16:00:00Z,Fluminense-RJ,Flamengo-RJ,2,3,2013,13,541,494,611,476,0
2013-08-11T16:00:00Z,Corinthians-SP,Vitoria-BA,2,0,2013,13,521,390,250,296,3
2013-08-11T16:00:00Z,Cruzeiro-MG,Santos-SP,0,0,2013,13,463,390,562,446,1
2013-08-11T16:00:00Z,Coritiba-PR,Vasco da Gama-RJ,0,1,2013,13,353,412,344,421,0
2013-08-11T18:30:00Z,Ponte Preta-SP,Criciuma-SC,3,1,2013,13,254,309,92,144,3
2013-08-11T18:30:00Z,Bahia-BA,Gremio-RS,0,3,2013,13,378,426,562,406,0
2013-08-11T18:30:00Z,Internacional-RS,Atletico-PR,2,2,2013,13,488,417,441,384,1
2013-08-11T18:30:00Z,Portuguesa-SP,Sao Paulo-SP,2,1,2013,13,143,148,549,446,3
2013-08-14T19:30:00Z,Atletico-MG,Bahia-BA,2,0,2013,14,588,451,378,428,3
2013-08-14T19:30:00Z,Santos-SP,Vasco da Gama-RJ,1,1,2013,14,563,447,345,422,1
2013-08-14T19:30:00Z,Criciuma-SC,Nautico-PE,3,0,2013,14,95,144,119,204,3
2013-08-14T21:00:00Z,Vitoria-BA,Ponte Preta-SP,3,1,2013,14,253,297,255,312,3
2013-08-14T21:00:00Z,Coritiba-PR,Portuguesa-SP,1,1,2013,14,354,413,144,149,1
2013-08-14T21:50:00Z,Goias-GO,Flamengo-RJ,1,1,2013,14,225,278,612,477,1
2013-08-14T21:50:00Z,Fluminense-RJ,Corinthians-SP,0,0,2013,14,541,494,521,390,1
2013-08-14T21:50:00Z,Gremio-RS,Cruzeiro-MG,3,1,2013,14,565,407,464,393,3
2013-08-15T19:30:00Z,Sao Paulo-SP,Atletico-PR,1,1,2013,14,550,447,442,385,1
2013-08-15T21:00:00Z,Botafogo-RJ,Internacional-RS,3,3,2013,14,419,439,491,420,1
2013-08-17T18:30:00Z,Nautico-PE,Fluminense-RJ,0,1,2013,15,119,205,542,494,0
2013-08-17T18:30:00Z,Cruzeiro-MG,Vitoria-BA,5,1,2013,15,469,394,254,302,3
2013-08-17T21:00:00Z,Vasco da Gama-RJ,Gremio-RS,2,3,2013,15,347,425,568,409,0
2013-08-18T16:00:00Z,Ponte Preta-SP,Goias-GO,0,1,2013,15,255,313,226,278,0
2013-08-18T16:00:00Z,Portuguesa-SP,Botafogo-RJ,1,3,2013,15,145,152,422,440,0
2013-08-18T16:00:00Z,Corinthians-SP,Coritiba-PR,1,0,2013,15,522,390,354,414,3
2013-08-18T16:00:00Z,Flamengo-RJ,Sao Paulo-SP,0,0,2013,15,612,477,550,447,1
2013-08-18T18:30:00Z,Bahia-BA,Santos-SP,0,0,2013,15,378,428,563,447,1
2013-08-18T18:30:00Z,Internacional-RS,Atletico-MG,0,0,2013,15,491,420,588,451,1
2013-08-18T18:30:00Z,Atletico-PR,Criciuma-SC,2,1,2013,15,444,386,96,146,3
2013-08-24T18:30:00Z,Flamengo-RJ,Gremio-RS,0,1,2013,16,612,478,569,409,0
2013-08-24T18:30:00Z,Ponte Preta-SP,Cruzeiro-MG,0,2,2013,16,255,315,471,394,0
2013-08-24T18:30:00Z,Santos-SP,Vitoria-BA,2,0,2013,16,565,447,254,304,3
2013-08-24T21:00:00Z,Criciuma-SC,Coritiba-PR,2,1,2013,16,98,147,355,416,3
2013-08-25T16:00:00Z,Atletico-MG,Portuguesa-SP,2,1,2013,16,590,452,146,154,3
2013-08-25T16:00:00Z,Bahia-BA,Nautico-PE,2,0,2013,16,380,428,119,207,3
2013-08-25T16:00:00Z,Vasco da Gama-RJ,Corinthians-SP,1,1,2013,16,348,426,523,391,1
2013-08-25T16:00:00Z,Sao Paulo-SP,Fluminense-RJ,2,1,2013,16,552,448,543,496,3
2013-08-25T18:30:00Z,Internacional-RS,Goias-GO,3,3,2013,16,494,423,229,281,1
2013-08-25T18:30:00Z,Atletico-PR,Botafogo-RJ,2,0,2013,16,446,386,422,442,3
2013-08-31T18:30:00Z,Nautico-PE,Atletico-PR,1,4,2013,17,120,211,450,387,0
2013-08-31T18:30:00Z,Portuguesa-SP,Bahia-BA,4,2,2013,17,150,156,382,432,3
2013-08-31T18:30:00Z,Gremio-RS,Ponte Preta-SP,1,0,2013,17,570,409,255,316,3
2013-08-31T18:30:00Z,Goias-GO,Atletico-MG,0,0,2013,17,229,281,590,452,1
2013-08-31T21:00:00Z,Fluminense-RJ,Santos-SP,0,2,2013,17,543,498,567,447,0
2013-09-01T16:00:00Z,Coritiba-PR,Internacional-RS,0,0,2013,17,355,416,494,423,1
2013-09-01T16:00:00Z,Vitoria-BA,Criciuma-SC,0,1,2013,17,254,305,99,147,0
2013-09-01T16:00:00Z,Botafogo-RJ,Sao Paulo-SP,0,0,2013,17,422,442,552,448,1
2013-09-01T16:00:00Z,Corinthians-SP,Flamengo-RJ,4,0,2013,17,527,391,612,482,3
2013-09-01T18:30:00Z,Cruzeiro-MG,Vasco da Gama-RJ,5,3,2013,17,476,397,351,431,3
2013-09-03T19:30:00Z,Goias-GO,Gremio-RS,2,0,2013,18,231,281,570,411,3
2013-09-04T19:30:00Z,Flamengo-RJ,Vitoria-BA,2,1,2013,18,614,483,255,307,3
2013-09-04T19:30:00Z,Atletico-PR,Santos-SP,2,1,2013,18,452,388,568,449,3
2013-09-04T21:00:00Z,Portuguesa-SP,Ponte Preta-SP,2,1,2013,18,152,157,256,318,3
2013-09-04T21:50:00Z,Internacional-RS,Corinthians-SP,1,0,2013,18,495,423,527,392,3
2013-09-04T21:50:00Z,Atletico-MG,Fluminense-RJ,2,2,2013,18,592,454,545,500,1
2013-09-04T21:50:00Z,Bahia-BA,Cruzeiro-MG,1,3,2013,18,383,435,479,398,0
2013-09-05T19:30:00Z,Botafogo-RJ,Coritiba-PR,3,1,2013,18,425,443,356,419,3
2013-09-05T21:00:00Z,Sao Paulo-SP,Criciuma-SC,1,2,2013,18,553,450,101,148,0
2013-09-05T21:00:00Z,Nautico-PE,Vasco da Gama-RJ,0,3,2013,18,120,214,354,431,0
2013-09-07T18:30:00Z,Santos-SP,Goias-GO,1,0,2013,19,569,449,231,282,3
2013-09-07T18:30:00Z,Fluminense-RJ,Bahia-BA,1,0,2013,19,546,500,383,436,3
2013-09-07T18:30:00Z,Vitoria-BA,Atletico-MG,1,1,2013,19,256,308,593,455,1
2013-09-07T18:30:00Z,Ponte Preta-SP,Internacional-RS,1,3,2013,19,257,321,498,424,0
2013-09-07T21:00:00Z,Gremio-RS,Portuguesa-SP,3,2,2013,19,573,413,154,160,3
2013-09-08T16:00:00Z,Coritiba-PR,Sao Paulo-SP,2,0,2013,19,358,419,553,452,3
2013-09-08T16:00:00Z,Cruzeiro-MG,Flamengo-RJ,1,0,2013,19,480,398,614,484,3
2013-09-08T16:00:00Z,Corinthians-SP,Nautico-PE,0,0,2013,19,527,392,120,214,1
2013-09-08T18:30:00Z,Vasco da Gama-RJ,Atletico-PR,0,0,2013,19,354,431,452,388,1
2013-09-08T18:30:00Z,Criciuma-SC,Botafogo-RJ,1,2,2013,19,102,150,427,444,0
2013-09-11T19:30:00Z,Atletico-PR,Fluminense-RJ,1,1,2013,20,453,389,547,501,1
2013-09-11T21:00:00Z,Bahia-BA,Criciuma-SC,2,2,2013,20,385,438,104,152,1
2013-09-11T21:00:00Z,Goias-GO,Cruzeiro-MG,1,2,2013,20,232,284,482,399,0
2013-09-11T21:50:00Z,Botafogo-RJ,Corinthians-SP,1,0,2013,20,428,444,527,393,3
2013-09-11T21:50:00Z,Nautico-PE,Gremio-RS,0,2,2013,20,120,216,575,413,0
2013-09-11T21:50:00Z,Portuguesa-SP,Vasco da Gama-RJ,2,0,2013,20,156,160,354,433,3
2013-09-12T19:30:00Z,Internacional-RS,Vitoria-BA,2,2,2013,20,500,426,258,310,1
2013-09-12T21:00:00Z,Sao Paulo-SP,Ponte Preta-SP,1,0,2013,20,554,452,257,322,3
2013-09-12T21:00:00Z,Atletico-MG,Coritiba-PR,3,0,2013,20,596,455,358,422,3
2013-09-12T21:00:00Z,Flamengo-RJ,Santos-SP,2,1,2013,20,616,485,570,451,3
2013-09-14T18:30:00Z,Cruzeiro-MG,Atletico-PR,1,0,2013,21,483,399,453,390,3
2013-09-14T21:00:00Z,Fluminense-RJ,Portuguesa-SP,2,1,2013,21,549,502,157,162,3
2013-09-15T16:00:00Z,Vasco da Gama-RJ,Sao Paulo-SP,0,2,2013,21,354,435,556,452,0
2013-09-15T16:00:00Z,Corinthians-SP,Goias-GO,1,2,2013,21,528,395,234,285,0
2013-09-15T16:00:00Z,Ponte Preta-SP,Flamengo-RJ,1,1,2013,21,258,323,617,486,1
2013-09-15T16:00:00Z,Criciuma-SC,Internacional-RS,0,1,2013,21,104,153,501,426,0
2013-09-15T16:00:00Z,Coritiba-PR,Bahia-BA,2,2,2013,21,360,424,387,440,1
2013-09-15T18:30:00Z,Santos-SP,Botafogo-RJ,1,2,2013,21,571,453,430,445,0
2013-09-15T18:30:00Z,Vitoria-BA,Nautico-PE,2,1,2013,21,260,311,121,218,3
2013-09-15T18:30:00Z,Gremio-RS,Atletico-MG,0,1,2013,21,575,414,597,455,0
2013-09-18T19:30:00Z,Vasco da Gama-RJ,Vitoria-BA,1,2,2013,22,355,437,262,312,0
2013-09-18T19:30:00Z,Gremio-RS,Santos-SP,1,1,2013,22,576,415,572,454,1
2013-09-18T21:00:00Z,Criciuma-SC,Fluminense-RJ,1,2,2013,22,105,155,551,503,0
2013-09-18T21:00:00Z,Coritiba-PR,Goias-GO,2,2,2013,22,362,426,236,287,1
2013-09-18T21:50:00Z,Sao Paulo-SP,Atletico-MG,1,0,2013,22,557,452,597,456,3
2013-09-18T21:50:00Z,Ponte Preta-SP,Corinthians-SP,2,0,2013,22,260,323,528,397,3
2013-09-18T21:50:00Z,Cruzeiro-MG,Botafogo-RJ,3,0,2013,22,486,399,430,448,3
2013-09-19T19:30:00Z,Flamengo-RJ,Atletico-PR,2,4,2013,22,619,490,457,392,0
2013-09-19T21:00:00Z,Portuguesa-SP,Nautico-PE,3,0,2013,22,160,162,121,221,3
2013-09-19T21:00:00Z,Bahia-BA,Internacional-RS,2,0,2013,22,389,440,501,428,3
2013-09-21T18:30:00Z,Fluminense-RJ,Coritiba-PR,1,1,2013,23,552,504,363,427,1
2013-09-21T21:00:00Z,Vitoria-BA,Gremio-RS,0,0,2013,23,262,312,576,415,1
2013-09-22T16:00:00Z,Internacional-RS,Portuguesa-SP,0,1,2013,23,501,429,161,162,0
2013-09-22T16:00:00Z,Nautico-PE,Flamengo-RJ,0,0,2013,23,121,221,619,490,1
2013-09-22T16:00:00Z,Goias-GO,Sao Paulo-SP,1,0,2013,23,237,287,557,453,3
2013-09-22T16:00:00Z,Botafogo-RJ,Bahia-BA,1,2,2013,23,431,450,391,441,0
2013-09-22T16:00:00Z,Corinthians-SP,Cruzeiro-MG,0,0,2013,23,528,397,486,399,1
2013-09-22T18:30:00Z,Santos-SP,Criciuma-SC,2,1,2013,23,574,455,106,157,3
2013-09-22T18:30:00Z,Atletico-MG,Vasco da Gama-RJ,2,1,2013,23,599,457,356,439,3
2013-09-22T18:30:00Z,Atletico-PR,Ponte Preta-SP,1,0,2013,23,458,392,260,324,3
2013-09-28T18:30:00Z,Nautico-PE,Coritiba-PR,3,0,2013,24,124,221,363,430,3
2013-09-28T18:30:00Z,Goias-GO,Fluminense-RJ,1,2,2013,24,238,289,554,505,0
2013-09-28T21:00:00Z,Botafogo-RJ,Ponte Preta-SP,0,1,2013,24,431,451,261,324,0
2013-09-29T16:00:00Z,Bahia-BA,Vasco da Gama-RJ,0,0,2013,24,391,441,356,439,1
2013-09-29T16:00:00Z,Portuguesa-SP,Corinthians-SP,4,0,2013,24,165,162,528,401,3
2013-09-29T16:00:00Z,Sao Paulo-SP,Gremio-RS,0,1,2013,24,557,454,577,415,0
2013-09-29T16:00:00Z,Flamengo-RJ,Criciuma-SC,4,1,2013,24,623,491,107,161,3
2013-09-29T18:30:00Z,Internacional-RS,Cruzeiro-MG,1,2,2013,24,502,431,488,400,0
2013-09-29T18:30:00Z,Atletico-MG,Santos-SP,3,1,2013,24,602,458,575,458,3
2013-09-29T18:30:00Z,Atletico-PR,Vitoria-BA,3,5,2013,24,461,397,267,315,0
2013-09-25T19:30:00Z,Criciuma-SC,Atletico-MG,1,1,2013,25,108,162,603,459,1
2013-10-01T19:30:00Z,Ponte Preta-SP,Nautico-PE,1,2,2013,25,262,326,126,222,0
2013-10-02T19:30:00Z,Gremio-RS,Atletico-PR,1,0,2013,25,578,415,461,398,3
2013-10-02T19:30:00Z,Cruzeiro-MG,Portuguesa-SP,4,0,2013,25,492,400,165,166,3
2013-10-02T21:00:00Z,Fluminense-RJ,Botafogo-RJ,1,1,2013,25,555,506,432,452,1
2013-10-02T21:00:00Z,Vitoria-BA,Goias-GO,2,1,2013,25,269,316,239,291,3
2013-10-02T21:50:00Z,Santos-SP,Sao Paulo-SP,3,0,2013,25,578,458,557,457,3
2013-10-02T21:50:00Z,Corinthians-SP,Bahia-BA,2,0,2013,25,530,401,391,443,3
2013-10-02T21:50:00Z,Coritiba-PR,Flamengo-RJ,0,2,2013,25,363,432,625,491,0
2013-10-03T21:00:00Z,Vasco da Gama-RJ,Internacional-RS,3,1,2013,25,359,440,503,434,3
2013-10-05T18:30:00Z,Botafogo-RJ,Gremio-RS,0,1,2013,26,432,453,579,415,0
2013-10-05T21:00:00Z,Sao Paulo-SP,Vitoria-BA,3,2,2013,26,560,459,271,319,3
2013-10-06T16:00:00Z,Flamengo-RJ,Vasco da Gama-RJ,1,1,2013,26,626,492,360,441,1
2013-10-06T16:00:00Z,Internacional-RS,Fluminense-RJ,1,0,2013,26,504,434,555,507,3
2013-10-06T16:00:00Z,Nautico-PE,Cruzeiro-MG,1,4,2013,26,127,226,496,401,0
2013-10-06T16:00:00Z,Atletico-MG,Corinthians-SP,0,0,2013,26,603,459,530,401,1
2013-10-06T16:00:00Z,Atletico-PR,Coritiba-PR,2,1,2013,26,463,399,364,434,3
2013-10-06T18:30:00Z,Bahia-BA,Ponte Preta-SP,1,1,2013,26,392,444,263,327,1
2013-10-06T18:30:00Z,Goias-GO,Criciuma-SC,1,1,2013,26,240,292,109,163,1
2013-10-06T18:30:00Z,Portuguesa-SP,Santos-SP,3,0,2013,26,168,166,578,461,3
2013-10-09T19:30:00Z,Gremio-RS,Criciuma-SC,1,2,2013,27,580,417,111,164,0
2013-10-09T19:30:00Z,Coritiba-PR,Santos-SP,1,0,2013,27,365,434,578,462,3
2013-10-09T21:00:00Z,Ponte Preta-SP,Atletico-MG,2,0,2013,27,265,327,603,461,3
2013-10-09T21:00:00Z,Bahia-BA,Vitoria-BA,2,0,2013,27,394,444,271,321,3
2013-10-09T21:50:00Z,Nautico-PE,Botafogo-RJ,1,3,2013,27,128,229,435,454,0
