datetime,home_team,away_team,home_goal,away_goal,season,round,saldo_casa,saldo_casa_contra,saldo_visitante,saldo_visitante_contra,result
2016-06-30T19:30:00Z,Santa Cruz-PE,Ponte Preta-SP,0,3,2016,12,14,18,129,158,0
2016-06-30T19:30:00Z,Palmeiras-SP,Figueirense-SC,4,0,2016,12,159,176,122,183,3
2016-06-30T21:00:00Z,Atletico-MG,Botafogo-RJ,5,3,2016,12,250,179,160,159,3
2016-07-02T16:00:00Z,Fluminense-RJ,Coritiba-PR,0,0,2016,13,218,186,183,210,1
2016-07-02T18:30:00Z,Atletico-PR,America-MG,1,0,2016,13,164,153,9,21,3
2016-07-03T11:00:00Z,Cruzeiro-MG,Vitoria-BA,2,2,2016,13,253,181,113,127,1
2016-07-03T11:00:00Z,Internacional-RS,Gremio-RS,0,1,2016,13,202,183,207,138,0
2016-07-03T16:00:00Z,Santos-SP,Chapecoense-SC,3,0,2016,13,225,170,93,111,3
2016-07-03T16:00:00Z,Botafogo-RJ,Santa Cruz-PE,2,1,2016,13,162,160,15,20,3
2016-07-03T16:00:00Z,Corinthians-SP,Flamengo-RJ,4,0,2016,13,220,133,186,207,3
2016-07-03T16:00:00Z,Ponte Preta-SP,Sao Paulo-SP,1,0,2016,13,130,158,222,177,3
2016-07-03T19:00:00Z,Figueirense-SC,Atletico-MG,1,1,2016,13,123,184,251,180,1
2016-07-04T20:00:00Z,Sport-PE,Palmeiras-SP,1,3,2016,13,146,162,162,177,0
2016-07-09T16:30:00Z,Coritiba-PR,Botafogo-RJ,0,0,2016,14,183,210,162,160,1
2016-07-09T16:30:00Z,Chapecoense-SC,Corinthians-SP,0,2,2016,14,93,113,222,133,0
2016-07-09T21:00:00Z,Ponte Preta-SP,Sport-PE,2,1,2016,14,132,159,147,164,3
2016-07-10T11:00:00Z,Flamengo-RJ,Atletico-MG,2,0,2016,14,188,207,251,182,3
2016-07-10T11:00:00Z,Gremio-RS,Figueirense-SC,2,1,2016,14,209,139,124,186,3
2016-07-10T16:00:00Z,Sao Paulo-SP,America-MG,3,0,2016,14,225,177,9,24,3
2016-07-10T16:00:00Z,Santa Cruz-PE,Internacional-RS,1,0,2016,14,16,20,202,184,3
2016-07-10T19:30:00Z,Vitoria-BA,Fluminense-RJ,0,0,2016,14,113,127,218,186,1
2016-07-11T20:00:00Z,Cruzeiro-MG,Atletico-PR,0,3,2016,14,253,184,167,153,0
2016-07-12T20:30:00Z,Palmeiras-SP,Santos-SP,1,1,2016,14,163,178,226,171,1
2016-07-16T16:00:00Z,Botafogo-RJ,Flamengo-RJ,3,3,2016,15,165,163,191,210,1
2016-07-16T18:30:00Z,Santos-SP,Ponte Preta-SP,3,1,2016,15,229,172,133,162,3
2016-07-17T11:00:00Z,America-MG,Santa Cruz-PE,0,3,2016,15,9,27,19,20,0
2016-07-17T16:00:00Z,Fluminense-RJ,Cruzeiro-MG,2,0,2016,15,220,186,253,186,3
2016-07-17T16:00:00Z,Internacional-RS,Palmeiras-SP,0,1,2016,15,202,185,164,178,0
2016-07-17T16:00:00Z,Corinthians-SP,Sao Paulo-SP,1,1,2016,15,223,134,226,178,1
2016-07-17T16:00:00Z,Atletico-PR,Vitoria-BA,1,1,2016,15,168,154,114,128,1
2016-07-17T16:00:00Z,Figueirense-SC,Chapecoense-SC,1,1,2016,15,125,187,94,114,1
2016-07-17T18:30:00Z,Sport-PE,Gremio-RS,4,2,2016,15,151,166,211,143,3
2016-07-18T20:00:00Z,Atletico-MG,Coritiba-PR,2,1,2016,15,253,183,184,212,3
2016-07-23T16:00:00Z,Corinthians-SP,Figueirense-SC,1,1,2016,16,224,135,126,188,1
2016-07-23T18:30:00Z,Santa Cruz-PE,Coritiba-PR,0,1,2016,16,19,21,185,212,0
2016-07-24T11:00:00Z,Palmeiras-SP,Atletico-MG,0,1,2016,16,164,179,254,183,0
2016-07-24T11:00:00Z,Ponte Preta-SP,Internacional-RS,2,2,2016,16,135,164,204,187,1
2016-07-24T16:00:00Z,Chapecoense-SC,Botafogo-RJ,2,1,2016,16,96,115,166,165,3
2016-07-24T16:00:00Z,Atletico-PR,Fluminense-RJ,1,0,2016,16,169,154,220,187,3
2016-07-24T16:00:00Z,Gremio-RS,Sao Paulo-SP,1,0,2016,16,212,143,226,179,3
2016-07-24T16:00:00Z,Cruzeiro-MG,Sport-PE,1,2,2016,16,254,188,153,167,0
2016-07-24T18:30:00Z,Vitoria-BA,Santos-SP,2,3,2016,16,116,131,232,174,0
2016-07-25T20:00:00Z,Flamengo-RJ,America-MG,2,1,2016,16,193,211,10,29,3
2016-07-30T18:30:00Z,Figueirense-SC,Vitoria-BA,1,0,2016,17,127,188,116,132,3
2016-07-30T18:30:00Z,Sport-PE,Atletico-PR,2,0,2016,17,155,167,169,156,3
2016-07-30T21:00:00Z,Atletico-MG,Santa Cruz-PE,3,0,2016,17,257,183,19,24,3
2016-07-31T11:00:00Z,Fluminense-RJ,Ponte Preta-SP,3,0,2016,17,223,187,135,167,3
2016-07-31T11:00:00Z,Sao Paulo-SP,Chapecoense-SC,2,2,2016,17,228,181,98,117,1
2016-07-31T16:00:00Z,Santos-SP,Cruzeiro-MG,2,0,2016,17,234,174,254,190,3
2016-07-31T16:00:00Z,Internacional-RS,Corinthians-SP,0,1,2016,17,204,188,225,135,0
2016-07-31T16:00:00Z,Coritiba-PR,Flamengo-RJ,0,2,2016,17,185,214,195,211,0
2016-07-31T18:30:00Z,Botafogo-RJ,Palmeiras-SP,3,1,2016,17,169,166,165,182,3
2016-07-31T18:30:00Z,America-MG,Gremio-RS,0,0,2016,17,10,29,212,143,1
2016-08-03T19:30:00Z,Vitoria-BA,Coritiba-PR,3,1,2016,18,119,133,186,217,3
2016-08-03T19:30:00Z,Sport-PE,America-MG,1,1,2016,18,156,168,11,30,1
2016-08-03T21:45:00Z,Santos-SP,Flamengo-RJ,0,0,2016,18,234,174,195,211,1
2016-08-03T21:45:00Z,Atletico-PR,Corinthians-SP,2,0,2016,18,171,156,225,137,3
2016-08-04T19:15:00Z,Ponte Preta-SP,Botafogo-RJ,2,0,2016,18,137,167,169,168,3
2016-08-04T19:30:00Z,Sao Paulo-SP,Atletico-MG,1,2,2016,18,229,183,259,184,0
2016-08-04T19:30:00Z,Gremio-RS,Santa Cruz-PE,0,0,2016,18,212,143,19,24,1
2016-08-04T21:00:00Z,Cruzeiro-MG,Internacional-RS,4,2,2016,18,258,192,206,192,3
2016-08-04T21:30:00Z,Chapecoense-SC,Palmeiras-SP,1,1,2016,18,99,118,166,183,1
2016-09-03T16:00:00Z,Fluminense-RJ,Figueirense-SC,3,2,2016,18,226,189,129,191,3
2016-08-06T18:30:00Z,Flamengo-RJ,Atletico-PR,1,0,2016,19,196,211,171,157,3
2016-08-07T11:00:00Z,America-MG,Santos-SP,1,0,2016,19,12,30,234,175,3
2016-08-07T16:00:00Z,Palmeiras-SP,Vitoria-BA,2,1,2016,19,168,184,120,135,3
2016-08-07T16:00:00Z,Coritiba-PR,Ponte Preta-SP,3,1,2016,19,189,218,138,170,3
2016-08-07T16:15:00Z,Internacional-RS,Fluminense-RJ,2,2,2016,19,208,194,228,191,1
2016-08-07T16:15:00Z,Santa Cruz-PE,Sao Paulo-SP,1,2,2016,19,20,26,231,184,0
2016-08-07T18:30:00Z,Figueirense-SC,Sport-PE,1,1,2016,19,130,192,157,169,1
2016-08-08T20:00:00Z,Atletico-MG,Chapecoense-SC,3,1,2016,19,262,185,100,121,3
2016-08-08T21:00:00Z,Corinthians-SP,Cruzeiro-MG,1,1,2016,19,226,138,259,193,1
2016-09-04T16:00:00Z,Botafogo-RJ,Gremio-RS,2,1,2016,19,171,169,213,145,3
2016-08-13T16:00:00Z,Sport-PE,Flamengo-RJ,1,0,2016,20,158,169,196,212,3
2016-08-13T18:30:00Z,Ponte Preta-SP,Figueirense-SC,2,0,2016,20,140,170,130,194,3
2016-08-14T11:00:00Z,Gremio-RS,Corinthians-SP,3,0,2016,20,216,145,226,141,3
2016-08-14T11:00:00Z,Fluminense-RJ,America-MG,1,0,2016,20,229,191,12,31,3
2016-08-14T16:00:00Z,Cruzeiro-MG,Coritiba-PR,2,2,2016,20,261,195,191,220,1
2016-08-14T16:00:00Z,Santos-SP,Atletico-MG,3,0,2016,20,237,175,262,188,3
2016-08-14T16:00:00Z,Vitoria-BA,Santa Cruz-PE,2,2,2016,20,122,137,22,28,1
2016-08-14T16:15:00Z,Sao Paulo-SP,Botafogo-RJ,0,1,2016,20,231,185,172,169,0
2016-08-14T18:30:00Z,Atletico-PR,Palmeiras-SP,0,1,2016,20,171,158,169,184,0
2016-08-15T20:00:00Z,Chapecoense-SC,Internacional-RS,1,0,2016,20,101,121,208,195,3
2016-08-19T21:30:00Z,America-MG,Chapecoense-SC,1,2,2016,21,13,33,103,122,0
2016-08-20T21:00:00Z,Botafogo-RJ,Sport-PE,3,0,2016,21,175,169,158,172,3
2016-08-21T11:00:00Z,Atletico-MG,Atletico-PR,1,0,2016,21,263,188,171,159,3
2016-08-21T11:00:00Z,Flamengo-RJ,Gremio-RS,2,1,2016,21,198,213,217,147,3
2016-08-21T16:00:00Z,Santa Cruz-PE,Fluminense-RJ,0,1,2016,21,22,29,230,191,0
2016-08-21T16:00:00Z,Internacional-RS,Sao Paulo-SP,1,1,2016,21,209,196,232,186,1
2016-08-21T16:00:00Z,Palmeiras-SP,Ponte Preta-SP,2,2,2016,21,171,186,142,172,1
2016-08-21T18:00:00Z,Coritiba-PR,Santos-SP,2,1,2016,21,193,221,238,177,3
2016-08-21T18:30:00Z,Figueirense-SC,Cruzeiro-MG,1,2,2016,21,131,196,263,196,0
2016-08-22T20:00:00Z,Corinthians-SP,Vitoria-BA,2,1,2016,21,228,142,123,139,3
2016-08-27T16:00:00Z,Ponte Preta-SP,Corinthians-SP,2,0,2016,22,144,172,228,144,3
2016-08-28T11:00:00Z,Cruzeiro-MG,Santa Cruz-PE,2,0,2016,22,265,196,22,31,3
2016-08-28T11:00:00Z,Santos-SP,Figueirense-SC,0,1,2016,22,238,178,132,196,0
2016-08-28T16:00:00Z,Gremio-RS,Atletico-MG,1,1,2016,22,218,148,264,189,1
2016-08-28T16:00:00Z,Chapecoense-SC,Flamengo-RJ,1,3,2016,22,104,125,201,214,0
2016-08-28T16:00:00Z,Fluminense-RJ,Palmeiras-SP,0,2,2016,22,230,193,173,186,0
2016-08-28T16:00:00Z,Sao Paulo-SP,Coritiba-PR,0,0,2016,22,232,186,193,221,1
2016-08-28T18:30:00Z,Vitoria-BA,America-MG,2,1,2016,22,125,140,14,35,3
2016-08-28T18:30:00Z,Sport-PE,Internacional-RS,1,1,2016,22,159,173,210,197,1
2016-08-29T20:00:00Z,Atletico-PR,Botafogo-RJ,1,0,2016,22,172,159,175,170,3
2016-09-07T16:00:00Z,Botafogo-RJ,Fluminense-RJ,1,0,2016,23,176,170,230,194,3
2016-09-07T16:00:00Z,Figueirense-SC,Atletico-PR,1,0,2016,23,133,196,172,160,3
2016-09-07T16:00:00Z,Santa Cruz-PE,Chapecoense-SC,2,2,2016,23,24,33,106,127,1
2016-09-07T19:30:00Z,Atletico-MG,Vitoria-BA,2,1,2016,23,266,190,126,142,3
2016-09-07T21:45:00Z,Flamengo-RJ,Ponte Preta-SP,2,1,2016,23,203,215,145,174,3
2016-09-07T21:45:00Z,Palmeiras-SP,Sao Paulo-SP,2,1,2016,23,175,187,233,188,3
2016-09-07T21:45:00Z,Coritiba-PR,Gremio-RS,4,0,2016,23,197,221,218,152,3
2016-09-08T19:30:00Z,Corinthians-SP,Sport-PE,3,0,2016,23,231,144,159,176,3
2016-09-08T21:00:00Z,Internacional-RS,Santos-SP,2,1,2016,23,212,198,239,180,3
2016-09-08T21:00:00Z,America-MG,Cruzeiro-MG,0,2,2016,23,14,37,267,196,0
2016-09-10T18:30:00Z,Vitoria-BA,Flamengo-RJ,1,2,2016,24,127,144,205,216,0
2016-09-11T11:00:00Z,Sao Paulo-SP,Figueirense-SC,3,1,2016,24,236,189,134,199,3
2016-09-11T11:00:00Z,Chapecoense-SC,Coritiba-PR,1,0,2016,24,107,127,197,222,3
2016-09-11T16:00:00Z,Santos-SP,Corinthians-SP,2,1,2016,24,241,181,232,146,3
2016-09-11T16:00:00Z,Cruzeiro-MG,Botafogo-RJ,0,2,2016,24,267,198,178,170,0
2016-09-11T16:00:00Z,Atletico-PR,Internacional-RS,2,1,2016,24,174,161,213,200,3
2016-09-11T16:00:00Z,Sport-PE,Santa Cruz-PE,5,3,2016,24,164,179,27,38,3
2016-09-11T18:30:00Z,Gremio-RS,Palmeiras-SP,0,0,2016,24,218,152,175,187,1
2016-09-11T18:30:00Z,Ponte Preta-SP,America-MG,1,1,2016,24,146,175,15,38,1
2016-09-12T20:00:00Z,Fluminense-RJ,Atletico-MG,4,2,2016,24,234,196,268,194,3
2016-09-14T19:30:00Z,Figueirense-SC,America-MG,2,2,2016,25,136,201,17,40,1
2016-09-14T19:30:00Z,Botafogo-RJ,Santos-SP,0,1,2016,25,178,171,242,181,0
2016-09-14T21:00:00Z,Santa Cruz-PE,Atletico-PR,1,0,2016,25,28,38,174,162,3
2016-09-14T21:00:00Z,Ponte Preta-SP,Gremio-RS,3,0,2016,25,149,175,218,155,3
2016-09-14T21:45:00Z,Palmeiras-SP,Flamengo-RJ,1,1,2016,25,176,188,206,217,1
2016-09-14T21:45:00Z,Coritiba-PR,Corinthians-SP,1,1,2016,25,198,223,233,147,1
2016-09-15T19:30:00Z,Fluminense-RJ,Chapecoense-SC,1,2,2016,25,235,198,109,128,0
2016-09-15T19:30:00Z,Atletico-MG,Sport-PE,1,0,2016,25,269,194,164,180,3
2016-09-15T21:00:00Z,Internacional-RS,Vitoria-BA,0,1,2016,25,213,201,128,144,0
2016-09-15T21:00:00Z,Sao Paulo-SP,Cruzeiro-MG,1,0,2016,25,237,189,267,199,3
2016-09-17T16:00:00Z,Corinthians-SP,Palmeiras-SP,0,2,2016,26,233,149,178,188,0
2016-09-18T11:00:00Z,Flamengo-RJ,Figueirense-SC,2,0,2016,26,208,217,136,203,3
2016-09-18T16:00:00Z,Sport-PE,Coritiba-PR,0,1,2016,26,164,181,199,223,0
2016-09-18T16:00:00Z,Chapecoense-SC,Ponte Preta-SP,2,2,2016,26,111,130,151,177,1
2016-09-18T16:00:00Z,Cruzeiro-MG,Atletico-MG,1,1,2016,26,268,200,270,195,1
2016-09-18T16:00:00Z,Gremio-RS,Fluminense-RJ,0,1,2016,26,218,156,236,198,0
2016-09-18T16:00:00Z,Atletico-PR,Sao Paulo-SP,1,0,2016,26,175,162,237,190,3
2016-09-18T18:30:00Z,Santos-SP,Santa Cruz-PE,3,2,2016,26,245,183,30,41,3
2016-09-18T18:30:00Z,Vitoria-BA,Botafogo-RJ,0,1,2016,26,128,145,179,171,0
2016-09-19T20:00:00Z,America-MG,Internacional-RS,1,0,2016,26,18,40,213,202,3
2016-09-24T16:00:00Z,Palmeiras-SP,Coritiba-PR,2,1,2016,27,180,189,200,225,3
2016-09-24T18:30:00Z,Sport-PE,Santos-SP,1,0,2016,27,165,181,245,184,3
2016-09-24T21:00:00Z,America-MG,Botafogo-RJ,1,0,2016,27,19,40,179,172,3
2016-09-25T11:00:00Z,Atletico-PR,Ponte Preta-SP,3,0,2016,27,178,162,151,180,3
2016-09-25T11:00:00Z,Figueirense-SC,Santa Cruz-PE,3,1,2016,27,139,204,31,44,3
2016-09-25T16:00:00Z,Corinthians-SP,Fluminense-RJ,0,1,2016,27,233,150,237,198,0
2016-09-25T16:00:00Z,Flamengo-RJ,Cruzeiro-MG,2,1,2016,27,210,218,269,202,3
2016-09-25T16:00:00Z,Gremio-RS,Chapecoense-SC,1,0,2016,27,219,156,111,131,3
2016-09-25T16:00:00Z,Vitoria-BA,Sao Paulo-SP,2,0,2016,27,130,145,237,192,3
2016-09-25T18:30:00Z,Atletico-MG,Internacional-RS,3,1,2016,27,273,196,214,205,3
2016-10-01T11:00:00Z,Fluminense-RJ,Sport-PE,3,1,2016,28,240,199,166,184,3
2016-10-01T16:00:00Z,Santos-SP,Atletico-PR,2,0,2016,28,247,184,178,164,3
2016-10-01T16:00:00Z,Sao Paulo-SP,Flamengo-RJ,0,0,2016,28,237,192,210,218,1
2016-10-01T16:00:00Z,Chapecoense-SC,Vitoria-BA,1,4,2016,28,112,135,134,146,0
2016-10-01T16:30:00Z,Botafogo-RJ,Corinthians-SP,2,0,2016,28,181,172,233,152,3
2016-10-01T16:30:00Z,Ponte Preta-SP,Atletico-MG,1,2,2016,28,152,182,275,197,0
2016-10-01T18:30:00Z,Cruzeiro-MG,Gremio-RS,1,0,2016,28,270,202,219,157,3
2016-10-01T21:00:00Z,Internacional-RS,Figueirense-SC,1,0,2016,28,215,205,139,205,3
2016-10-03T20:00:00Z,Santa Cruz-PE,Palmeiras-SP,2,3,2016,28,33,47,183,191,0
2016-10-03T21:00:00Z,Coritiba-PR,America-MG,3,0,2016,28,203,225,19,43,3
2016-10-05T19:30:00Z,Atletico-PR,Chapecoense-SC,3,1,2016,29,181,165,113,138,3
2016-10-05T19:30:00Z,Vitoria-BA,Gremio-RS,0,1,2016,29,134,147,220,157,0
2016-10-05T21:00:00Z,Santos-SP,Fluminense-RJ,2,1,2016,29,249,185,241,201,3
2016-10-05T21:00:00Z,Corinthians-SP,Atletico-MG,0,0,2016,29,233,152,275,197,1
2016-10-05T21:45:00Z,Sport-PE,Sao Paulo-SP,1,1,2016,29,167,185,238,193,1
2016-10-06T19:30:00Z,Internacional-RS,Coritiba-PR,1,0,2016,29,216,205,203,226,3
2016-10-08T21:00:00Z,Cruzeiro-MG,Ponte Preta-SP,2,0,2016,29,272,202,152,184,3
2016-10-09T17:00:00Z,America-MG,Palmeiras-SP,0,2,2016,29,19,45,185,191,0
2016-10-09T17:00:00Z,Flamengo-RJ,Santa Cruz-PE,3,0,2016,29,213,218,33,50,3
2016-10-09T17:00:00Z,Figueirense-SC,Botafogo-RJ,0,1,2016,29,139,206,182,172,0
2016-10-12T11:00:00Z,Chapecoense-SC,Sport-PE,3,0,2016,30,116,138,167,188,3
2016-10-12T19:30:00Z,Coritiba-PR,Figueirense-SC,0,0,2016,30,203,226,139,206,1
2016-10-12T21:45:00Z,Botafogo-RJ,Internacional-RS,1,0,2016,30,183,172,216,206,3
2016-10-12T21:45:00Z,Santa Cruz-PE,Corinthians-SP,2,4,2016,30,35,54,237,154,0
2016-10-13T19:30:00Z,Atletico-MG,America-MG,3,0,2016,30,278,197,19,48,3
2016-10-13T19:30:00Z,Palmeiras-SP,Cruzeiro-MG,0,0,2016,30,185,191,272,202,1
2016-10-13T19:30:00Z,Ponte Preta-SP,Vitoria-BA,2,0,2016,30,154,184,134,149,3
2016-10-13T21:00:00Z,Sao Paulo-SP,Santos-SP,0,1,2016,30,238,194,250,185,0
2016-10-13T21:00:00Z,Gremio-RS,Atletico-PR,1,0,2016,30,221,157,181,166,3
2016-10-13T21:00:00Z,Fluminense-RJ,Flamengo-RJ,1,2,2016,30,242,203,215,219,0
2016-10-16T17:00:00Z,Botafogo-RJ,Atletico-MG,3,2,2016,31,186,174,280,200,3
2016-10-16T17:00:00Z,Internacional-RS,Flamengo-RJ,2,1,2016,31,218,207,216,221,3
2016-10-16T17:00:00Z,Figueirense-SC,Palmeiras-SP,1,2,2016,31,140,208,187,192,0
2016-10-16T17:00:00Z,Atletico-PR,Coritiba-PR,2,0,2016,31,183,166,203,228,3
2016-10-16T17:00:00Z,Cruzeiro-MG,Chapecoense-SC,0,0,2016,31,272,202,116,138,1
2016-10-16T18:30:00Z,Corinthians-SP,America-MG,2,0,2016,31,239,154,19,50,3
2016-10-16T18:30:00Z,Ponte Preta-SP,Santa Cruz-PE,3,0,2016,31,157,184,35,57,3
2016-10-16T19:30:00Z,Santos-SP,Gremio-RS,1,1,2016,31,251,186,222,158,1
2016-10-16T19:30:00Z,Sport-PE,Vitoria-BA,1,0,2016,31,168,188,134,150,3
2016-10-17T20:00:00Z,Fluminense-RJ,Sao Paulo-SP,1,2,2016,31,243,205,240,195,0
2016-10-19T21:45:00Z,Santa Cruz-PE,Botafogo-RJ,0,1,2016,32,35,58,187,174,0
2016-10-22T17:00:00Z,Sao Paulo-SP,Ponte Preta-SP,2,0,2016,32,242,195,157,186,3
2016-10-23T17:00:00Z,Vitoria-BA,Cruzeiro-MG,0,1,2016,32,134,151,273,202,0
2016-10-23T17:00:00Z,Flamengo-RJ,Corinthians-SP,2,2,2016,32,218,223,241,156,1
2016-10-23T17:00:00Z,Palmeiras-SP,Sport-PE,2,1,2016,32,189,193,169,190,3
2016-10-23T17:00:00Z,Gremio-RS,Internacional-RS,0,0,2016,32,222,158,218,207,1
2016-10-23T18:30:00Z,Coritiba-PR,Fluminense-RJ,1,1,2016,32,204,229,244,206,1
2016-10-23T19:30:00Z,Atletico-MG,Figueirense-SC,3,0,2016,32,283,200,140,211,3
2016-10-23T19:30:00Z,Chapecoense-SC,Santos-SP,0,1,2016,32,116,139,252,186,0
2016-10-24T20:00:00Z,America-MG,Atletico-PR,1,0,2016,32,20,50,183,167,3
2016-10-27T20:30:00Z,Sport-PE,Ponte Preta-SP,1,0,2016,33,170,190,157,187,3
2016-10-28T19:30:00Z,Fluminense-RJ,Vitoria-BA,2,2,2016,33,246,208,136,153,1
2016-10-29T16:30:00Z,Corinthians-SP,Chapecoense-SC,1,1,2016,33,242,157,117,140,1
2016-10-29T16:30:00Z,Atletico-MG,Flamengo-RJ,2,2,2016,33,285,202,220,225,1
2016-10-29T16:30:00Z,Atletico-PR,Cruzeiro-MG,1,0,2016,33,184,167,273,203,3
2016-10-29T18:30:00Z,Botafogo-RJ,Coritiba-PR,0,0,2016,33,187,174,204,229,1
2016-10-29T18:30:00Z,Internacional-RS,Santa Cruz-PE,1,1,2016,33,219,208,36,59,1
2016-10-29T19:30:00Z,Santos-SP,Palmeiras-SP,1,0,2016,33,253,186,189,194,3
2016-10-29T19:30:00Z,Figueirense-SC,Gremio-RS,0,0,2016,33,140,211,222,158,1
2016-10-31T20:00:00Z,America-MG,Sao Paulo-SP,1,0,2016,33,21,50,242,196,3
2016-11-05T17:00:00Z,Flamengo-RJ,Botafogo-RJ,0,0,2016,34,220,225,187,174,1
2016-11-05T19:30:00Z,Sao Paulo-SP,Corinthians-SP,4,0,2016,34,246,196,242,161,3
2016-11-06T11:00:00Z,Ponte Preta-SP,Santos-SP,1,2,2016,34,158,189,255,187,0
2016-11-06T17:00:00Z,Santa Cruz-PE,America-MG,1,0,2016,34,37,59,21,51,3
2016-11-06T17:00:00Z,Cruzeiro-MG,Fluminense-RJ,4,2,2016,34,277,205,248,212,3
2016-11-06T17:00:00Z,Palmeiras-SP,Internacional-RS,1,0,2016,34,190,194,219,209,3
2016-11-06T17:00:00Z,Vitoria-BA,Atletico-PR,3,2,2016,34,139,155,186,170,3
2016-11-06T19:30:00Z,Coritiba-PR,Atletico-MG,2,0,2016,34,206,229,285,204,3
2016-11-06T19:30:00Z,Chapecoense-SC,Figueirense-SC,1,0,2016,34,118,140,140,212,3
2016-11-07T20:00:00Z,Gremio-RS,Sport-PE,0,3,2016,34,222,161,173,190,0
2016-11-15T17:00:00Z,Fluminense-RJ,Atletico-PR,1,1,2016,35,249,213,187,171,1
2016-11-16T19:30:00Z,Botafogo-RJ,Chapecoense-SC,0,2,2016,35,187,176,120,140,0
2016-11-16T21:00:00Z,Coritiba-PR,Santa Cruz-PE,1,0,2016,35,207,229,37,60,3
2016-11-16T21:45:00Z,Figueirense-SC,Corinthians-SP,1,1,2016,35,141,213,243,162,1
2016-11-16T21:45:00Z,America-MG,Flamengo-RJ,0,1,2016,35,21,52,221,225,0
2016-11-16T21:45:00Z,Sport-PE,Cruzeiro-MG,0,1,2016,35,173,191,278,205,0
2016-11-17T19:30:00Z,Santos-SP,Vitoria-BA,3,2,2016,35,258,189,141,158,3
2016-11-17T19:30:00Z,Sao Paulo-SP,Gremio-RS,1,1,2016,35,247,197,223,162,1
2016-11-17T21:00:00Z,Atletico-MG,Palmeiras-SP,1,1,2016,35,286,205,191,195,1
2016-11-17T21:00:00Z,Internacional-RS,Ponte Preta-SP,1,1,2016,35,220,210,159,190,1
2016-11-20T17:00:00Z,Atletico-PR,Sport-PE,2,0,2016,36,189,171,173,193,3
2016-11-20T17:00:00Z,Vitoria-BA,Figueirense-SC,4,0,2016,36,145,158,141,217,3
2016-11-20T17:00:00Z,Palmeiras-SP,Botafogo-RJ,1,0,2016,36,192,195,187,177,3
2016-11-20T17:00:00Z,Cruzeiro-MG,Santos-SP,2,2,2016,36,280,207,260,191,1
2016-11-20T17:00:00Z,Gremio-RS,America-MG,3,0,2016,36,226,162,21,55,3
2016-11-20T17:00:00Z,Ponte Preta-SP,Fluminense-RJ,1,0,2016,36,160,190,249,214,3
2016-11-20T19:30:00Z,Santa Cruz-PE,Atletico-MG,3,3,2016,36,40,63,289,208,1
2016-11-20T19:30:00Z,Chapecoense-SC,Sao Paulo-SP,2,0,2016,36,122,140,247,199,3
2016-11-20T19:30:00Z,Flamengo-RJ,Coritiba-PR,2,2,2016,36,223,227,209,231,1
2016-11-21T20:00:00Z,Corinthians-SP,Internacional-RS,1,0,2016,36,244,162,220,211,3
2016-11-26T20:00:00Z,Botafogo-RJ,Ponte Preta-SP,1,1,2016,37,188,178,161,191,1
2016-11-26T20:00:00Z,America-MG,Sport-PE,2,2,2016,37,23,57,175,195,1
2016-11-26T21:00:00Z,Corinthians-SP,Atletico-PR,0,0,2016,37,244,162,189,171,1
2016-11-27T17:00:00Z,Flamengo-RJ,Santos-SP,2,0,2016,37,225,227,260,193,3
2016-11-27T17:00:00Z,Palmeiras-SP,Chapecoense-SC,1,0,2016,37,193,195,122,141,3
2016-11-27T17:00:00Z,Atletico-MG,Sao Paulo-SP,1,2,2016,37,290,210,249,200,0
2016-11-27T17:00:00Z,Internacional-RS,Cruzeiro-MG,1,0,2016,37,221,211,280,208,3
2016-11-27T19:30:00Z,Figueirense-SC,Fluminense-RJ,1,0,2016,37,142,217,249,215,3
2016-11-27T19:30:00Z,Santa Cruz-PE,Gremio-RS,5,1,2016,37,45,64,227,167,3
2016-11-28T20:00:00Z,Coritiba-PR,Vitoria-BA,0,1,2016,37,209,232,146,158,0
2016-12-11T17:00:00Z,Vitoria-BA,Palmeiras-SP,1,2,2016,38,147,160,195,196,0
2016-12-11T17:00:00Z,Fluminense-RJ,Internacional-RS,1,1,2016,38,250,216,222,212,1
2016-12-11T17:00:00Z,Sao Paulo-SP,Santa Cruz-PE,5,0,2016,38,254,200,45,69,3
2016-12-11T17:00:00Z,Santos-SP,America-MG,1,0,2016,38,261,193,23,58,3
2016-12-11T17:00:00Z,Cruzeiro-MG,Corinthians-SP,3,2,2016,38,283,210,246,165,3
2016-12-11T17:00:00Z,Gremio-RS,Botafogo-RJ,0,1,2016,38,227,168,189,178,0
2016-12-11T17:00:00Z,Atletico-PR,Flamengo-RJ,0,0,2016,38,189,171,225,227,1
2016-12-11T17:00:00Z,Chapecoense-SC,Atletico-MG,0,0,2016,38,122,141,290,210,1
2016-12-11T17:00:00Z,Ponte Preta-SP,Coritiba-PR,2,0,2016,38,163,191,209,234,3
2016-12-11T17:00:00Z,Sport-PE,Figueirense-SC,2,0,2016,38,177,195,142,219,3
2017-05-13T16:00:00Z,Flamengo-RJ,Atletico-MG,1,1,2017,1,226,228,291,211,1
2017-05-13T19:00:00Z,Corinthians-SP,Chapecoense-SC,1,1,2017,1,247,166,123,142,1
2017-05-14T11:00:00Z,Fluminense-RJ,Santos-SP,3,2,2017,1,253,218,263,196,3
2017-05-14T16:00:00Z,Palmeiras-SP,Vasco da Gama-RJ,4,0,2017,1,199,196,123,163,3
